filename,original_file,animal_name,call_type,duration_s
Chut_2_Feb_08_2022_53227991_ms_151901_153064.wav,2_February_08_2022_53227991.wav,Silicon,Chut,1.16299999999998
Chut_2_Feb_08_2022_53227991_ms_157608_158810.wav,2_February_08_2022_53227991.wav,Silicon,Chut,1.202
Chut_2_Feb_08_2022_58159653_ms_109317_110568.wav,2_February_08_2022_58159653.wav,Gang,Chut,1.251
Chut_2_Feb_08_2022_58159653_ms_110648_111693.wav,2_February_08_2022_58159653.wav,Gang,Chut,1.045
Chut_2_Feb_08_2022_58159653_ms_111716_112761.wav,2_February_08_2022_58159653.wav,Gang,Chut,1.045
Chut_2_Feb_08_2022_58159653_ms_112830_114026.wav,2_February_08_2022_58159653.wav,Gang,Chut,1.196
Chut_2_Feb_08_2022_58159653_ms_115000_116126.wav,2_February_08_2022_58159653.wav,Gang,Chut,1.126
Chut_2_Feb_08_2022_58324167_ms_118391_120029.wav,2_February_08_2022_58324167.wav,Gang,Chut,1.63799999999999
Chut_2_Feb_08_2022_58324167_ms_119_1760.wav,2_February_08_2022_58324167.wav,Gang,Chut,1.641
Chut_2_Feb_08_2022_58324167_ms_120854_122421.wav,2_February_08_2022_58324167.wav,Gang,Chut,1.56700000000001
Chut_2_Feb_08_2022_58324167_ms_136162_137680.wav,2_February_08_2022_58324167.wav,Gang,Chut,1.518
Chut_2_Feb_08_2022_58324167_ms_138039_139292.wav,2_February_08_2022_58324167.wav,Gang,Chut,1.25300000000001
Chut_2_Feb_08_2022_58324167_ms_139529_140355.wav,2_February_08_2022_58324167.wav,Gang,Chut,0.825999999999993
Chut_2_Feb_08_2022_58324167_ms_140679_141547.wav,2_February_08_2022_58324167.wav,Gang,Chut,0.867999999999995
Chut_2_Feb_08_2022_58324167_ms_141773_142693.wav,2_February_08_2022_58324167.wav,Gang,Chut,0.920000000000016
Chut_2_Feb_08_2022_58324167_ms_146251_147797.wav,2_February_08_2022_58324167.wav,Gang,Chut,1.54599999999999
Chut_2_Feb_08_2022_58324167_ms_148369_149500.wav,2_February_08_2022_58324167.wav,Gang,Chut,1.131
Chut_2_Feb_08_2022_58324167_ms_16946_18216.wav,2_February_08_2022_58324167.wav,Gang,Chut,1.27
Chut_2_Feb_09_2022_56701519_ms_122126_122771.wav,2_February_09_2022_56701519.wav,Silicon,Chut,0.644999999999996
Chut_2_Feb_09_2022_56701519_ms_138700_139298.wav,2_February_09_2022_56701519.wav,Silicon,Chut,0.598000000000013
Chut_2_Feb_09_2022_56701519_ms_145667_146691.wav,2_February_09_2022_56701519.wav,Silicon,Chut,1.024
Chut_2_Feb_09_2022_56701519_ms_159474_159975.wav,2_February_09_2022_56701519.wav,Silicon,Chut,0.501000000000005
Chut_2_Feb_09_2022_56701519_ms_66793_67670.wav,2_February_09_2022_56701519.wav,Silicon,Chut,0.876999999999995
Chut_2_Feb_09_2022_57194776_ms_116403_116983.wav,2_February_09_2022_57194776.wav,Silicon,Chut,0.579999999999998
Chut_2_Feb_09_2022_57194776_ms_140354_140840.wav,2_February_09_2022_57194776.wav,Silicon,Chut,0.48599999999999
Chut_2_Feb_09_2022_57194776_ms_33351_33934.wav,2_February_09_2022_57194776.wav,Silicon,Chut,0.582999999999998
Chut_2_Feb_09_2022_57194776_ms_34114_34585.wav,2_February_09_2022_57194776.wav,Silicon,Chut,0.471000000000004
Chut_2_Feb_09_2022_57194776_ms_35611_36204.wav,2_February_09_2022_57194776.wav,Silicon,Chut,0.593000000000004
Chut_2_Feb_09_2022_57194776_ms_37192_37788.wav,2_February_09_2022_57194776.wav,Silicon,Chut,0.595999999999997
Chut_2_Feb_09_2022_57194776_ms_38186_38641.wav,2_February_09_2022_57194776.wav,Silicon,Chut,0.454999999999998
Chut_2_Feb_09_2022_57194776_ms_39365_39885.wav,2_February_09_2022_57194776.wav,Silicon,Chut,0.519999999999996
Chut_2_Feb_09_2022_57194776_ms_49137_50195.wav,2_February_09_2022_57194776.wav,Silicon,Chut,1.058
Chut_2_Feb_09_2022_57359048_ms_10879_11879.wav,2_February_09_2022_57359048.wav,Silicon,Chut,1
Chut_2_Feb_09_2022_57359048_ms_15718_17378.wav,2_February_09_2022_57359048.wav,Silicon,Chut,1.66
Chut_2_Feb_09_2022_57359048_ms_23055_23559.wav,2_February_09_2022_57359048.wav,Silicon,Chut,0.504000000000001
Chut_2_Feb_09_2022_57687803_ms_149844_150922.wav,2_February_09_2022_57687803.wav,Silicon,Chut,1.078
Chut_2_Feb_09_2022_57687803_ms_150940_152150.wav,2_February_09_2022_57687803.wav,Silicon,Chut,1.21000000000001
Chut_2_Feb_09_2022_57687803_ms_157844_158747.wav,2_February_09_2022_57687803.wav,Silicon,Chut,0.90300000000002
Chut_2_Feb_09_2022_57687803_ms_52023_53043.wav,2_February_09_2022_57687803.wav,Silicon,Chut,1.02
Chut_2_Feb_09_2022_57687803_ms_70276_71201.wav,2_February_09_2022_57687803.wav,Silicon,Chut,0.924999999999997
Chut_2_Feb_09_2022_57687803_ms_93333_94148.wav,2_February_09_2022_57687803.wav,Silicon,Chut,0.814999999999998
Chut_2_Feb_09_2022_57852222_ms_104095_105156.wav,2_February_09_2022_57852222.wav,Silicon,Chut,1.06100000000001
Chut_2_Feb_09_2022_57852222_ms_105741_106564.wav,2_February_09_2022_57852222.wav,Silicon,Chut,0.822999999999993
Chut_2_Feb_09_2022_57852222_ms_110683_111445.wav,2_February_09_2022_57852222.wav,Silicon,Chut,0.761999999999986
Chut_2_Feb_09_2022_57852222_ms_121174_121960.wav,2_February_09_2022_57852222.wav,Silicon,Chut,0.785999999999987
Chut_2_Feb_09_2022_57852222_ms_122454_123497.wav,2_February_09_2022_57852222.wav,Silicon,Chut,1.04300000000001
Chut_2_Feb_09_2022_57852222_ms_123501_124514.wav,2_February_09_2022_57852222.wav,Silicon,Chut,1.01299999999999
Chut_2_Feb_09_2022_57852222_ms_82155_83361.wav,2_February_09_2022_57852222.wav,Silicon,Chut,1.206
Chut_2_Feb_09_2022_57852222_ms_83466_84244.wav,2_February_09_2022_57852222.wav,Silicon,Chut,0.778000000000006
Chut_2_Feb_09_2022_57852222_ms_84705_85525.wav,2_February_09_2022_57852222.wav,Silicon,Chut,0.820000000000007
Chut_2_Feb_09_2022_58016577_ms_117165_118116.wav,2_February_09_2022_58016577.wav,Silicon,Chut,0.950999999999993
Chut_2_Feb_09_2022_58345452_ms_118129_119364.wav,2_February_09_2022_58345452.wav,Silicon,Chut,1.235
Chut_2_Feb_09_2022_58345452_ms_130738_131492.wav,2_February_09_2022_58345452.wav,Silicon,Chut,0.753999999999991
Chut_2_Feb_09_2022_58345452_ms_162309_163812.wav,2_February_09_2022_58345452.wav,Silicon,Chut,1.50300000000001
Chut_2_Feb_09_2022_58345452_ms_89019_89730.wav,2_February_09_2022_58345452.wav,Silicon,Chut,0.710999999999999
Chut_2_Feb_09_2022_58509956_ms_10921_11576.wav,2_February_09_2022_58509956.wav,Silicon,Chut,0.655000000000001
Chut_2_Feb_09_2022_58509956_ms_11954_13659.wav,2_February_09_2022_58509956.wav,Silicon,Chut,1.705
Chut_2_Feb_09_2022_58509956_ms_2211_3353.wav,2_February_09_2022_58509956.wav,Silicon,Chut,1.142
Chut_2_Feb_09_2022_58509956_ms_22681_24065.wav,2_February_09_2022_58509956.wav,Silicon,Chut,1.384
Chut_2_Feb_09_2022_58509956_ms_26392_27400.wav,2_February_09_2022_58509956.wav,Silicon,Chut,1.008
Chut_2_Feb_09_2022_58509956_ms_30312_31699.wav,2_February_09_2022_58509956.wav,Silicon,Chut,1.387
Chut_2_Feb_09_2022_58509956_ms_32470_33641.wav,2_February_09_2022_58509956.wav,Silicon,Chut,1.171
Chut_2_Feb_09_2022_58509956_ms_3390_4569.wav,2_February_09_2022_58509956.wav,Silicon,Chut,1.179
Chut_2_Feb_09_2022_58509956_ms_34480_35195.wav,2_February_09_2022_58509956.wav,Silicon,Chut,0.715000000000003
Chut_2_Feb_09_2022_58509956_ms_7463_8480.wav,2_February_09_2022_58509956.wav,Silicon,Chut,1.017
Chut_2_Feb_09_2022_58509956_ms_79590_81190.wav,2_February_09_2022_58509956.wav,Silicon,Chut,1.59999999999999
Chut_2_Feb_09_2022_58509956_ms_82350_83743.wav,2_February_09_2022_58509956.wav,Silicon,Chut,1.393
Chut_2_Feb_09_2022_58509956_ms_8563_9428.wav,2_February_09_2022_58509956.wav,Silicon,Chut,0.865
Chut_2_Feb_09_2022_58509956_ms_9814_10930.wav,2_February_09_2022_58509956.wav,Silicon,Chut,1.116
Chut_2_Feb_09_2022_58838679_ms_105181_105859.wav,2_February_09_2022_58838679.wav,Silicon,Chut,0.677999999999997
Chut_2_Feb_09_2022_58838679_ms_75055_76428.wav,2_February_09_2022_58838679.wav,Silicon,Chut,1.37299999999999
Chut_2_Feb_09_2022_58838679_ms_91698_92898.wav,2_February_09_2022_58838679.wav,Silicon,Chut,1.2
Chut_2_Feb_09_2022_58838679_ms_95183_96305.wav,2_February_09_2022_58838679.wav,Silicon,Chut,1.122
Chut_2_Feb_09_2022_58838679_ms_96584_97140.wav,2_February_09_2022_58838679.wav,Silicon,Chut,0.555999999999997
Chut_2_Feb_09_2022_58838679_ms_98810_100020.wav,2_February_09_2022_58838679.wav,Silicon,Chut,1.20999999999999
Chut_2_Feb_09_2022_59003176_ms_27813_28700.wav,2_February_09_2022_59003176.wav,Silicon,Chut,0.887
Chut_2_Feb_09_2022_59003176_ms_28805_29568.wav,2_February_09_2022_59003176.wav,Silicon,Chut,0.763000000000002
Chut_2_Feb_09_2022_59003176_ms_36784_37870.wav,2_February_09_2022_59003176.wav,Silicon,Chut,1.086
Chut_2_Feb_09_2022_59167676_ms_36605_37319.wav,2_February_09_2022_59167676.wav,Silicon,Chut,0.714000000000006
Chut_2_Feb_09_2022_59990247_ms_151548_152864.wav,2_February_09_2022_59990247.wav,Sodium,Chut,1.316
Chut_2_Feb_09_2022_59990247_ms_18191_19231.wav,2_February_09_2022_59990247.wav,Sodium,Chut,1.04
Chut_2_Feb_09_2022_59990247_ms_31655_32102.wav,2_February_09_2022_59990247.wav,Sodium,Chut,0.446999999999996
Chut_2_Feb_09_2022_60318975_ms_75858_76565.wav,2_February_09_2022_60318975.wav,Sodium,Chut,0.706999999999994
Chut_2_Feb_11_2022_57462238_ms_80029_81209.wav,2_February_11_2022_57462238.wav,Silicon,Chut,1.18000000000001
Chut_2_Feb_11_2022_57462238_ms_93939_94809.wav,2_February_11_2022_57462238.wav,Silicon,Chut,0.870000000000005
Chut_2_Feb_11_2022_57462238_ms_95513_95983.wav,2_February_11_2022_57462238.wav,Silicon,Chut,0.469999999999999
Chut_2_Feb_11_2022_57955892_ms_106984_107767.wav,2_February_11_2022_57955892.wav,Silicon,Chut,0.783000000000001
Chut_2_Feb_11_2022_57955892_ms_108125_108913.wav,2_February_11_2022_57955892.wav,Silicon,Chut,0.787999999999997
Chut_2_Feb_11_2022_57955892_ms_25508_26312.wav,2_February_11_2022_57955892.wav,Silicon,Chut,0.804000000000002
Chut_2_Feb_11_2022_57955892_ms_29660_30322.wav,2_February_11_2022_57955892.wav,Silicon,Chut,0.661999999999999
Chut_2_Feb_11_2022_58449258_ms_110389_111016.wav,2_February_11_2022_58449258.wav,Silicon,Chut,0.62700000000001
Chut_2_Feb_11_2022_58449258_ms_113061_113739.wav,2_February_11_2022_58449258.wav,Silicon,Chut,0.677999999999997
Chut_2_Feb_11_2022_58449258_ms_147055_147340.wav,2_February_11_2022_58449258.wav,Silicon,Chut,0.284999999999997
Chut_2_Feb_11_2022_58449258_ms_149093_149914.wav,2_February_11_2022_58449258.wav,Silicon,Chut,0.820999999999998
Chut_2_Feb_11_2022_58613722_ms_64755_65285.wav,2_February_11_2022_58613722.wav,Silicon,Chut,0.530000000000001
Chut_2_Feb_11_2022_58613722_ms_92483_93625.wav,2_February_11_2022_58613722.wav,Silicon,Chut,1.142
Chut_2_Feb_11_2022_58778090_ms_113959_114844.wav,2_February_11_2022_58778090.wav,Silicon,Chut,0.884999999999991
Chut_2_Feb_11_2022_58942456_ms_111435_111973.wav,2_February_11_2022_58942456.wav,Silicon,Chut,0.537999999999997
Chut_2_Feb_11_2022_58942456_ms_122211_123453.wav,2_February_11_2022_58942456.wav,Silicon,Chut,1.242
Chut_2_Feb_11_2022_58942456_ms_33564_34448.wav,2_February_11_2022_58942456.wav,Silicon,Chut,0.884
Chut_2_Feb_11_2022_58942456_ms_34732_35299.wav,2_February_11_2022_58942456.wav,Silicon,Chut,0.567
Chut_2_Feb_11_2022_60915798_ms_138679_140260.wav,2_February_11_2022_60915798.wav,Gang,Chut,1.58099999999999
Chut_2_Feb_11_2022_60915798_ms_144858_145863.wav,2_February_11_2022_60915798.wav,Gang,Chut,1.005
Chut_2_Feb_11_2022_60915798_ms_53051_53930.wav,2_February_11_2022_60915798.wav,Gang,Chut,0.878999999999998
Chut_2_Feb_11_2022_60915798_ms_89285_91264.wav,2_February_11_2022_60915798.wav,Gang,Chut,1.979
Chut_2_Feb_11_2022_61080321_ms_0_1790.wav,2_February_11_2022_61080321.wav,Gang,Chut,1.79
Chut_2_Feb_11_2022_61080321_ms_6096_6786.wav,2_February_11_2022_61080321.wav,Gang,Chut,0.69
Chut_2_Feb_11_2022_61409286_ms_22099_23242.wav,2_February_11_2022_61409286.wav,Gang,Chut,1.143
Chut_2_Feb_11_2022_61409286_ms_23387_24224.wav,2_February_11_2022_61409286.wav,Gang,Chut,0.837
Chut_2_Feb_11_2022_61409286_ms_41522_42290.wav,2_February_11_2022_61409286.wav,Gang,Chut,0.768000000000001
Chut_2_Feb_11_2022_61409286_ms_93523_94843.wav,2_February_11_2022_61409286.wav,Gang,Chut,1.32000000000001
Chut_2_Feb_11_2022_61902498_ms_14885_16377.wav,2_February_11_2022_61902498.wav,Gang,Chut,1.492
Chut_2_Feb_11_2022_61902498_ms_28044_29162.wav,2_February_11_2022_61902498.wav,Gang,Chut,1.118
Chut_2_Feb_11_2022_62724643_ms_11057_11856.wav,2_February_11_2022_62724643.wav,Gang,Chut,0.798999999999999
Chut_2_Feb_11_2022_62724643_ms_114936_115877.wav,2_February_11_2022_62724643.wav,Gang,Chut,0.940999999999988
Chut_2_Feb_11_2022_62724643_ms_123445_124506.wav,2_February_11_2022_62724643.wav,Gang,Chut,1.06100000000001
Chut_2_Feb_11_2022_62724643_ms_128604_129747.wav,2_February_11_2022_62724643.wav,Gang,Chut,1.143
Chut_2_Feb_11_2022_62724643_ms_133024_134000.wav,2_February_11_2022_62724643.wav,Gang,Chut,0.975999999999999
Chut_2_Feb_11_2022_62724643_ms_138574_139571.wav,2_February_11_2022_62724643.wav,Gang,Chut,0.996999999999986
Chut_2_Feb_11_2022_62724643_ms_76264_77448.wav,2_February_11_2022_62724643.wav,Gang,Chut,1.184
Chut_2_Feb_11_2022_62724643_ms_78178_79178.wav,2_February_11_2022_62724643.wav,Gang,Chut,1
Chut_2_Mar_14_2022_52921966_ms_15528_16535.wav,2_March_14_2022_52921966.wav,Silicon,Chut,1.007
Chut_2_Mar_14_2022_54965330_ms_132178_133433.wav,2_March_14_2022_54965330.wav,Spi,Chut,1.255
Chut_2_Mar_15_2022_45051012_ms_88278_89131.wav,2_March_15_2022_45051012.wav,Silicon,Chut,0.852999999999994
Chut_2_Mar_15_2022_45379811_ms_59722_60754.wav,2_March_15_2022_45379811.wav,Silicon,Chut,1.032
Chut_2_Mar_15_2022_45379811_ms_60928_61848.wav,2_March_15_2022_45379811.wav,Silicon,Chut,0.920000000000002
Chut_2_Mar_15_2022_45544094_ms_104630_105693.wav,2_March_15_2022_45544094.wav,Silicon,Chut,1.063
Chut_2_Mar_15_2022_45544094_ms_130256_130943.wav,2_March_15_2022_45544094.wav,Silicon,Chut,0.687000000000012
Chut_2_Mar_15_2022_45544094_ms_21872_22986.wav,2_March_15_2022_45544094.wav,Silicon,Chut,1.114
Chut_2_Mar_15_2022_45544094_ms_23014_23758.wav,2_March_15_2022_45544094.wav,Silicon,Chut,0.744
Chut_2_Mar_15_2022_45872802_ms_142475_143516.wav,2_March_15_2022_45872802.wav,Silicon,Chut,1.041
Chut_2_Mar_15_2022_45872802_ms_147659_148691.wav,2_March_15_2022_45872802.wav,Silicon,Chut,1.03200000000001
Chut_2_Mar_15_2022_45872802_ms_151795_152751.wav,2_March_15_2022_45872802.wav,Silicon,Chut,0.956000000000017
Chut_2_Mar_15_2022_46530344_ms_87647_88741.wav,2_March_15_2022_46530344.wav,Silicon,Chut,1.09399999999999
Chut_2_Mar_15_2022_46530344_ms_98293_99282.wav,2_March_15_2022_46530344.wav,Silicon,Chut,0.98899999999999
Chut_2_Mar_15_2022_48009451_ms_110737_111607.wav,2_March_15_2022_48009451.wav,Silicon+Sodium,Chut,0.870000000000005
Chut_2_Mar_15_2022_48173865_ms_16252_17184.wav,2_March_15_2022_48173865.wav,Silicon+Sodium,Chut,0.932000000000002
Chut_2_Mar_15_2022_48173865_ms_59212_60070.wav,2_March_15_2022_48173865.wav,Silicon+Sodium,Chut,0.857999999999997
Chut_2_Mar_15_2022_48173865_ms_8767_9841.wav,2_March_15_2022_48173865.wav,Silicon+Sodium,Chut,1.074
Chut_2_Mar_15_2022_48338062_ms_100604_101342.wav,2_March_15_2022_48338062.wav,Silicon+Sodium,Chut,0.738
Chut_2_Mar_15_2022_48338062_ms_106719_108032.wav,2_March_15_2022_48338062.wav,Silicon+Sodium,Chut,1.313
Chut_2_Mar_15_2022_48338062_ms_108738_110141.wav,2_March_15_2022_48338062.wav,Silicon+Sodium,Chut,1.40300000000001
Chut_2_Mar_15_2022_48338062_ms_93142_94398.wav,2_March_15_2022_48338062.wav,Silicon+Sodium,Chut,1.256
Chut_2_Mar_15_2022_48338062_ms_97902_98854.wav,2_March_15_2022_48338062.wav,Silicon+Sodium,Chut,0.951999999999998
Chut_2_Mar_15_2022_48338062_ms_99576_100474.wav,2_March_15_2022_48338062.wav,Silicon+Sodium,Chut,0.89800000000001
Chut_2_Mar_15_2022_48502469_ms_155800_156524.wav,2_March_15_2022_48502469.wav,Silicon+Sodium,Chut,0.72399999999999
Chut_2_Mar_15_2022_48667041_ms_144157_144859.wav,2_March_15_2022_48667041.wav,Silicon+Sodium,Chut,0.701999999999998
Chut_2_Mar_16_2022_49933XXX_ms_67985_68909.wav,2_March_16_2022_49933XXX.wav,Silicon+Spi,Chut,0.924000000000007
Chut_2_Mar_16_2022_49933XXX_ms_69236_69770.wav,2_March_16_2022_49933XXX.wav,Silicon+Spi,Chut,0.533999999999992
Chut_2_Mar_16_2022_49933XXX_ms_72145_72891.wav,2_March_16_2022_49933XXX.wav,Silicon+Spi,Chut,0.746000000000009
Chut_2_Mar_16_2022_49933XXX_ms_73000_73900.wav,2_March_16_2022_49933XXX.wav,Silicon+Spi,Chut,0.900000000000006
Chut_2_Mar_16_2022_50262XXX_ms_53114_54574.wav,2_March_16_2022_50262XXX.wav,Silicon+Spi,Chut,1.46
Chut_2_Mar_16_2022_50262XXX_ms_55145_56000.wav,2_March_16_2022_50262XXX.wav,Silicon+Spi,Chut,0.854999999999997
Chut_2_Mar_16_2022_50262XXX_ms_56956_57857.wav,2_March_16_2022_50262XXX.wav,Silicon+Spi,Chut,0.900999999999996
Chut_2_Mar_16_2022_50262XXX_ms_61353_62666.wav,2_March_16_2022_50262XXX.wav,Silicon+Spi,Chut,1.313
Chut_2_Mar_16_2022_50262XXX_ms_63407_64517.wav,2_March_16_2022_50262XXX.wav,Silicon+Spi,Chut,1.11
Chut_2_Mar_16_2022_50262XXX_ms_68215_69053.wav,2_March_16_2022_50262XXX.wav,Silicon+Spi,Chut,0.837999999999994
Chut_2_Mar_16_2022_50262XXX_ms_69788_70706.wav,2_March_16_2022_50262XXX.wav,Silicon+Spi,Chut,0.918000000000006
Chut_2_Mar_16_2022_50426XXX_ms_107481_108700.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,1.21900000000001
Chut_2_Mar_16_2022_50426XXX_ms_111333_112339.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,1.006
Chut_2_Mar_16_2022_50426XXX_ms_12000_12730.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,0.73
Chut_2_Mar_16_2022_50426XXX_ms_125964_126868.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,0.903999999999996
Chut_2_Mar_16_2022_50426XXX_ms_127037_128056.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,1.01900000000001
Chut_2_Mar_16_2022_50426XXX_ms_128234_129584.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,1.34999999999999
Chut_2_Mar_16_2022_50426XXX_ms_131670_132947.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,1.27700000000002
Chut_2_Mar_16_2022_50426XXX_ms_133600_134544.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,0.944000000000017
Chut_2_Mar_16_2022_50426XXX_ms_136342_137096.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,0.753999999999991
Chut_2_Mar_16_2022_50426XXX_ms_137533_138390.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,0.856999999999999
Chut_2_Mar_16_2022_50426XXX_ms_138541_139550.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,1.00900000000001
Chut_2_Mar_16_2022_50426XXX_ms_140343_141651.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,1.30800000000002
Chut_2_Mar_16_2022_50426XXX_ms_142282_143710.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,1.428
Chut_2_Mar_16_2022_50426XXX_ms_143938_144828.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,0.890000000000015
Chut_2_Mar_16_2022_50426XXX_ms_144957_146309.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,1.352
Chut_2_Mar_16_2022_50426XXX_ms_17415_18514.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,1.099
Chut_2_Mar_16_2022_50426XXX_ms_19214_20414.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,1.2
Chut_2_Mar_16_2022_50426XXX_ms_36990_37947.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,0.957000000000001
Chut_2_Mar_16_2022_50426XXX_ms_43550_44535.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,0.984999999999999
Chut_2_Mar_16_2022_50426XXX_ms_45125_46046.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,0.920999999999999
Chut_2_Mar_16_2022_50426XXX_ms_58500_59500.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,1
Chut_2_Mar_16_2022_50426XXX_ms_59567_60515.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,0.948
Chut_2_Mar_16_2022_50426XXX_ms_720_1520.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,0.8
Chut_2_Mar_16_2022_50426XXX_ms_79167_80600.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,1.43299999999999
Chut_2_Mar_16_2022_50426XXX_ms_80773_81912.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,1.13900000000001
Chut_2_Mar_16_2022_50426XXX_ms_96400_97587.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,1.187
Chut_2_Mar_16_2022_50426XXX_ms_97713_98583.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,0.870000000000005
Chut_2_Mar_16_2022_50426XXX_ms_98699_99490.wav,2_March_16_2022_50426XXX.wav,Silicon+Spi,Chut,0.790999999999997
Chut_2_Mar_16_2022_50591XXX_ms_14800_15987.wav,2_March_16_2022_50591XXX.wav,Silicon+Spi,Chut,1.187
Chut_2_Mar_16_2022_50591XXX_ms_37847_38609.wav,2_March_16_2022_50591XXX.wav,Silicon+Spi,Chut,0.762
Chut_2_Mar_16_2022_50919XXX_ms_140362_141936.wav,2_March_16_2022_50919XXX.wav,Silicon+Spi,Chut,1.57400000000001
Chut_2_Mar_16_2022_50919XXX_ms_147763_148600.wav,2_March_16_2022_50919XXX.wav,Silicon+Spi,Chut,0.836999999999989
Chut_2_Mar_16_2022_50919XXX_ms_155860_157111.wav,2_March_16_2022_50919XXX.wav,Silicon+Spi,Chut,1.25099999999998
Chut_2_Mar_16_2022_50919XXX_ms_157130_158173.wav,2_March_16_2022_50919XXX.wav,Silicon+Spi,Chut,1.04300000000001
Chut_2_Mar_16_2022_50919XXX_ms_159970_161300.wav,2_March_16_2022_50919XXX.wav,Silicon+Spi,Chut,1.33000000000001
